				Smoothed Y1	Smoothed Y2
			          	10 pts AAv smooth of B	10 pts AAv smooth of "Smoothed Y1"
523.635	208.38	523.635	180.56	3.79999999999905	38.1084297520652
523.84	2315.74	523.84	2275.63	98.1927272727264	50.3624793388421
524.044	-635.38	524.044	-720.54	92.2345454545445	62.7518181818173
524.249	1732.07	524.249	1759.55	113.646363636363	74.0241322314041
524.453	3190.22	524.453	3029.29	88.69909090909	86.8197520661148
524.657	361.98	524.657	207.19	119.41909090909	95.7904132231396
524.862	7087.51	524.862	6088.95	116.253636363635	103.305537190082
525.066	-952.82	525.066	-954.01	111.412727272726	92.7612396694206
525.271	-109.05	525.271	-214.7	98.7527272727264	81.7600826446272
525.475	1160.69	525.475	1298.75	114.391818181817	67.9322314049578
525.679	-104.96	525.679	-9.9	96.8918181818174	57.8109090909082
525.884	-1872.36	525.884	-1865.36	86.4663636363628	44.0337190082636
526.088	1363.44	526.088	1376.58	-17.7945454545463	30.4428099173545
526.292	2840.02	526.292	2894.12	-28.7781818181827	18.8322314049578
526.497	382.46	526.497	237.91	-38.4600000000009	10.2851239669413
526.701	-838.13	526.701	-806.56	-22.6354545454554	-3.03487603305873
526.905	-221.69	526.905	-261.8	-32.1300000000009	-12.9190909090918
527.11	196.09	527.11	344.4	-33.2463636363645	-19.6890909090918
527.314	-252.41	527.314	-132.78	-16.3036363636373	-17.0315702479348
527.518	3595.72	527.518	3596.57	4.7345454545445	-11.378429752067
527.722	-778.74	527.722	-814.75	-32.1281818181828	-4.28661157024886
527.927	1170.93	527.927	1370.43	-11.8345454545464	0.926528925618905
528.131	-1987.04	528.131	-1967.76	11.9963636363627	7.07049586776767
528.335	5647.79	528.335	5474.56	11.4381818181808	12.2326446280982
528.539	1957.35	528.539	1780.03	33.4063636363627	14.3312396694206
528.744	2823.64	528.744	3084.58	39.5499999999991	14.2972727272718
528.948	-1581.54	528.948	-1773.2	34.70909090909	21.0502479338834
529.152	-958.96	529.152	-1261.21	35.4536363636355	24.1642148760321
529.356	2633.18	529.356	2787.63	23.5372727272718	23.7068595041313
529.56	830.96	529.56	708.94	6.78090909090818	25.0604132231396
529.764	308.73	529.764	242	4.36090909090819	23.2660330578504
529.968	130.56	529.968	147.8	42.1545454545446	20.7099999999991
530.173	7994.76	530.173	8186.07	22.41909090909	18.3233057851231
530.377	6348.19	530.377	6498.55	6.96545454545365	16.4443801652884
530.581	-1636.84	530.581	-1625.75	26.3272727272719	16.4442975206603
530.785	1813.99	530.785	1663.29	13.6681818181809	18.3229752066107
530.989	-283.13	530.989	-437.92	11.4336363636355	19.659917355371
531.193	378.36	531.193	403.79	8.45545454545368	17.9842148760322
531.397	-1196.53	531.397	-1328.79	14.7854545454536	17.9503305785115
531.601	337.4	531.601	278.87	23.5363636363628	19.3382644628091
531.805	1854.95	531.805	1872.18	27.4463636363628	18.9322314049578
532.009	1832.42	532.009	1790.27	19.0672727272719	19.1691735537182
532.213	38.4	532.213	88.4	23.7218181818173	14.3793388429744
532.417	724.47	532.417	846.15	22.0463636363628	11.1804132231396
532.621	2182.62	532.621	2236.72	22.2327272727264	8.98008264462726
532.825	3571.15	532.825	3539.23	21.8609090909082	5.71347107437932
533.029	155.13	533.029	96.6	16.2745454545446	1.9559504132223
533.233	855.54	533.233	649.55	-41.2545454545463	-1.7844628099182
533.436	753.14	533.436	797	-26.7327272727281	-7.82669421487688
533.64	298.49	533.64	164.18	-9.41818181818267	-9.04520661157109
533.844	1922.53	533.844	1868.09	-12.3963636363645	-11.5331404958686
534.048	-698.87	534.048	-620.19	-13.8863636363645	-15.7475206611579
534.252	773.62	534.252	1364.29	-22.0772727272736	-18.9632231404967
534.456	3651.02	534.456	3541.28	-42.7427272727281	-10.9912396694223
534.66	2440.67	534.66	2371.89	8.64272727272644	-6.04892561983555
534.863	32.26	534.863	119.12	-5.1345454545463	-2.54520661157108
535.067	265.72	535.067	250.19	-24.4972727272736	0.552148760329744
535.271	2457.05	535.271	2488.62	-19.0981818181827	1.60165289256115
535.475	-373.24	535.475	-351.91	46.4372727272719	4.02198347107355
535.679	2151.9	535.679	1630.52	27.6327272727264	6.83157024793305
535.882	3110.35	535.882	3127.59	29.1227272727264	-2.46049586776943
536.086	2004.45	536.086	2163	21.6745454545446	-12.5819008264471
536.29	2252.25	536.29	2271.54	-2.34181818181901	-20.0798347107446
536.493	718.33	536.493	588.11	4.54636363636278	-29.9811570247942
536.697	1566.18	536.697	1663.29	-11.8372727272736	-50.2578512396703
536.901	1080.82	536.901	995.65	-93.5700000000008	-69.9928925619843
537.104	1994.21	537.104	2163	-116.470000000001	-91.1497520661165
537.308	980.47	537.308	1229.12	-106.974545454546	-113.69438016529
537.512	1357.29	537.512	1313.09	-128.012727272728	-133.83570247934
537.715	3870.15	537.715	4071.7	-176.606363636364	-158.005206611571
537.919	1601	537.919	1978.68	-189.452727272728	-182.750247933885
538.123	1740.26	538.123	2009.4	-203.602727272728	-201.165123966943
538.326	1334.76	538.326	1388.86	-226.316363636365	-220.764793388431
538.53	2657.75	538.53	2908.46	-223.896363636365	-245.662148760332
538.733	3220.94	538.733	3625.25	-261.318181818183	-271.338016528927
538.937	2186.72	538.937	2425.14	-284.032727272728	-293.780991735538
539.141	1805.8	539.141	1876.28	-296.133636363637	-315.089917355373
539.344	2751.96	539.344	3170.6	-332.066363636365	-340.03785123967
539.548	1965.54	539.548	2187.57	-380.845454545456	-364.715041322315
539.751	4672.95	539.751	5040.39	-410.447272727274	-392.421818181819
539.955	5451.18	539.955	5902.59	-423.479090909092	-417.031239669422
540.158	7089.56	540.158	7600.35	-423.85090909091	-440.523471074381
540.362	4644.28	540.362	5308.68	-478.030000000001	-462.610991735538
540.565	2737.62	540.565	3328.29	-497.765454545456	-481.990413223142
540.768	4294.08	540.768	4870.41	-528.67090909091	-498.492479338844
540.972	10755.42	540.972	11303.08	-532.021818181819	-510.62785123967
541.175	8994.17	541.175	9236.68	-542.447272727274	-522.407933884298
541.379	6505.88	541.379	7172.33	-539.096363636365	-538.453223140497
541.582	5911.97	541.582	6547.7	-545.240000000001	-548.286776859505
541.785	7916.94	541.785	8478.93	-562.368181818183	-557.917107438018
541.989	9377.14	541.989	9781.44	-543.936363636365	-565.584214876034
542.192	5051.83	542.192	5617.92	-553.060000000001	-579.327603305786
542.396	6237.6	542.396	6711.53	-600.349090909092	-593.866528925621
542.599	8246.66	542.599	8978.64	-586.199090909092	-608.913223140497
542.802	8662.4	542.802	9441.48	-603.699090909092	-623.959917355373
543.005	7378.32	543.005	7751.9	-613.009090909092	-632.21958677686
543.209	6133.15	543.209	6781.17	-683.199090909092	-644.169008264464
543.412	7886.22	543.412	8648.91	-702.375454545455	-651.785371900827
543.615	7988.61	543.615	8499.41	-704.610000000001	-653.579586776861
543.819	7886.22	543.819	8714.45	-710.753636363637	-656.220082644629
544.022	6256.03	544.022	6920.43	-653.224545454547	-653.816942148761
544.225	7284.11	544.225	8460.5	-675.380000000001	-648.519421487604
544.428	7429.52	544.428	8206.55	-636.840000000001	-630.629338842976
544.631	10177.89	544.631	10676.4	-620.085454545456	-609.99743801653
544.835	7028.12	544.835	7827.68	-615.244545454546	-588.976280991737
545.038	6268.32	545.038	6414.58	-577.264545454546	-563.859256198348
545.241	6569.37	545.241	7186.66	-554.736363636365	-546.223223140497
545.444	9684.33	545.444	9908.41	-486.408181818183	-524.288181818183
545.647	7957.89	545.647	8536.28	-475.424545454546	-506.787685950414
545.85	6884.76	545.85	7342.31	-473.377272727274	-488.33917355372
546.054	5633.45	546.054	6043.9	-434.466363636365	-467.16570247934
546.257	3777.99	546.257	4194.58	-459.228181818183	-449.191074380166
546.46	6514.08	546.46	6938.86	-434.094545454546	-429.676280991736
546.663	5750.18	546.663	6406.39	-444.334545454546	-414.29132231405
546.866	6708.63	546.866	7184.62	-417.151818181819	-395.791983471075
547.069	6710.68	547.069	7082.22	-382.336363636365	-375.600000000001
547.272	5258.67	547.272	5677.31	-379.543636363637	-358.75917355372
547.475	5911.97	547.475	6252.79	-340.073636363637	-335.960578512398
547.678	5162.42	547.678	5499.14	-317.173636363637	-311.249338842976
547.881	4011.46	547.881	4290.84	-271.931818181819	-283.35611570248
548.084	4490.68	548.084	4565.26	-251.265454545455	-258.289421487604
548.287	4953.52	548.287	5333.25	-249.217272727274	-237.352561983472
548.49	2477.53	548.49	2459.95	-208.443636363637	-213.369090909092
548.693	3958.21	548.693	4131.09	-162.27090909091	-195.461900826447
548.896	1693.16	548.896	1851.71	-137.509090909092	-178.384049586778
549.099	4459.96	549.099	4708.62	-141.418181818183	-165.639090909092
549.302	2477.53	549.302	2826.54	-152.03090909091	-155.703801652893
549.505	2194.91	549.505	2165.04	-115.725454545455	-143.415950413224
549.707	1981.92	549.707	1814.84	-143.094545454546	-135.494958677687
549.91	4023.75	549.91	4088.09	-129.317272727274	-132.363884297521
550.113	1705.45	550.113	2027.83	-131.737272727274	-131.179256198348
550.316	1639.91	550.316	1831.23	-141.977272727274	-126.998925619835
550.519	4337.09	550.519	4317.46	-114.05090909091	-122.920082644629
550.722	4259.26	550.722	4542.74	-121.312727272728	-122.700247933885
550.924	1936.87	550.924	1958.2	-127.829090909092	-118.350495867769
551.127	2921.94	551.127	3107.11	-124.478181818183	-114.745454545455
551.33	2063.84	551.33	2425.14	-95.4345454545463	-111.529752066117
551.533	1658.34	551.533	1700.16	-107.163636363637	-104.167272727274
551.736	1254.89	551.736	1304.9	-113.307272727274	-99.7158677685959
551.938	1177.07	551.938	1081.67	-95.2472727272736	-95.805950413224
552.141	2846.16	552.141	2873.64	-89.6618181818191	-91.9806611570256
552.344	742.9	552.344	745.8	-96.3645454545464	-89.8478512396702
552.546	2891.22	552.546	3211.56	-60.9900000000009	-92.7588429752074
552.749	1523.18	552.749	1571.13	-65.0854545454555	-92.3185950413231
552.952	1750.5	552.952	1835.32	-78.3036363636373	-93.5540495867777
553.154	1754.6	553.154	1714.49	-85.75090909091	-95.043471074381
553.357	1760.74	553.357	2019.64	-101.017272727274	-95.9913223140504
553.56	1752.55	553.56	1724.73	-127.455454545455	-92.8431404958686
553.762	7249.3	553.762	7336.17	-102.32090909091	-95.6865289256206
553.965	5864.87	553.965	6060.28	-126.897272727274	-98.0052892561991
554.168	2102.75	554.168	2089.27	-111.63090909091	-96.7528099173561
554.37	3845.57	554.37	4040.98	-100.088181818183	-94.0447933884305
554.573	2604.5	554.573	2898.22	-61.7345454545463	-90.6598347107445
554.775	4255.17	554.775	4299.03	-92.2672727272735	-82.9757024793396
554.978	3143.12	554.978	3461.41	-90.591818181819	-77.9319834710751
555.18	431.61	555.18	348.5	-64.5263636363644	-66.0842148760338
555.383	1293.8	555.383	1126.72	-55.9627272727281	-56.0813223140504
555.585	5404.08	555.585	5241.09	-63.7827272727281	-48.0248760330586
555.788	2401.76	555.788	2709.8	-42.9300000000009	-45.4523966942157
555.99	1308.14	555.99	1376.58	-46.8400000000009	-39.7319834710752
556.193	2026.98	556.193	1935.67	3.42818181818091	-28.9677685950422
556.395	3401.16	556.395	3293.48	-1.59909090909182	-20.9116528925628
556.598	884.21	556.598	1165.64	-11.4672727272736	-15.2080165289265
556.8	1562.09	556.8	1626.43	-33.4372727272736	-5.96685950413309
557.003	2006.5	557.003	2093.37	-29.3427272727282	1.81867768594955
557.205	6045.09	557.205	5810.43	27.8145454545445	9.87504132231319
557.407	1535.46	557.407	1507.65	24.0909090909082	11.8552066115694
557.61	2090.46	557.61	2031.93	6.7772727272718	12.7522314049578
557.812	2311.64	557.812	2390.32	37.8699999999991	14.174049586776
558.015	4341.18	558.015	4604.18	42.7109090909082	16.6114876033049
558.217	1732.07	558.217	1171.78	41.7799999999991	23.0434710743793
558.419	2387.42	558.419	2337.07	25.2099999999991	18.6601652892554
558.622	3833.29	558.622	3916.06	8.26818181818095	15.0046280991727
558.824	2561.5	558.824	2500.91	4.17272727272641	14.1078512396686
559.026	955.89	559.026	966.98	-6.62545454545538	8.03181818181737
559.228	1672.68	559.228	1769.79	41.4090909090901	0.330909090908287
559.431	3364.3	559.431	3311.91	-20.401818181819	-7.1500000000008
559.633	3190.22	559.633	3348.77	-16.1200000000008	-12.2782644628107
559.835	1693.16	559.835	1679.68	-3.0872727272736	-14.698512396695
560.037	3206.61	560.037	3404.07	-28.9663636363645	-17.8635537190091
560.24	5094.83	560.24	4829.45	-41.9990909090918	-19.5052892561992
560.442	4142.53	560.442	4262.16	-40.5100000000009	-27.8663636363645
560.644	1519.08	560.644	1421.63	-31.20090909091	-29.6266942148769
560.846	3528.14	560.846	3467.55	-18.3545454545464	-33.7227272727281
561.048	3567.05	561.048	3791.13	-30.6427272727282	-40.7807438016537
561.25	4474.3	561.25	4628.75	-24.6845454545464	-43.675123966943
561.453	3171.79	561.453	3252.52	-50.5627272727282	-43.9629752066124
561.655	2215.39	561.655	2060.6	-39.7654545454554	-44.1492561983479
561.857	2487.77	561.857	2505.01	-61.1763636363645	-45.9265289256207
562.059	2082.27	562.059	2203.96	-80.7254545454554	-49.5824793388438
562.261	4797.88	562.261	4929.8	-60.8045454545463	-52.1381818181826
562.463	3003.86	562.463	3023.14	-45.1654545454554	-53.5430578512405
562.665	2858.45	562.665	2859.31	-42.5590909090918	-53.9663636363644
562.867	3616.2	562.867	3754.27	-50.7509090909099	-55.1850413223148
563.069	3857.86	563.069	4012.31	-58.5700000000008	-53.0185950413231
563.271	4883.89	563.271	4888.84	-58.7554545454553	-48.7871900826454
563.473	3628.49	563.473	3610.91	-40.1381818181826	-47.1453719008272
563.675	3241.42	563.675	3293.48	-55.2190909090917	-50.9534710743809
563.877	3493.32	563.877	3428.64	-53.1709090909099	-55.929338842976
564.079	2156	564.079	2259.25	-37.3454545454553	-63.2578512396702
564.281	5395.89	564.281	5519.62	-34.1800000000007	-70.0278512396702
564.483	3958.21	564.483	3885.34	-42.7445454545462	-77.8133884297528
564.685	3005.91	564.685	3191.08	-87.0545454545462	-89.0008264462817
564.887	2432.47	564.887	2410.8	-97.2936363636371	-97.4970247933892
565.089	4672.95	565.089	4636.94	-131.364545454546	-107.736528925621
565.291	4625.85	565.291	4745.48	-133.040000000001	-121.039504132232
565.493	1838.56	565.493	1937.72	-144.396363636365	-134.799504132232
565.694	5203.38	565.694	5673.21	-163.200000000001	-145.936033057852
565.896	1871.33	565.896	2036.02	-148.677272727274	-149.422396694216
566.098	4011.46	566.098	4321.56	-165.805454545455	-149.862314049588
566.3	5088.69	566.3	5210.37	-183.678181818183	-146.646280991736
566.502	2702.81	566.502	2951.46	-185.540000000001	-141.737768595042
566.704	5877.16	566.704	6011.13	-165.246363636365	-133.613553719009
566.905	687.61	566.905	713.03	-125.404545454546	-122.155123966943
567.107	1304.04	567.107	1470.78	-102.132727272728	-111.30611570248
567.309	1209.84	567.309	1370.43	-95.9881818181828	-98.0537190082654
567.511	4275.65	567.511	4415.76	-79.0463636363646	-81.7379338842984
567.712	1525.22	567.712	1401.15	-55.0300000000009	-64.9652066115711
567.914	2711	567.914	2742.57	-37.1572727272736	-50.8666942148769
568.116	560.63	568.116	469.33	-29.3381818181827	-40.8302479338851
568.317	4650.43	568.317	4892.94	-20.0290909090917	-35.1773553719016
568.519	3222.99	568.519	3158.31	-4.20454545454626	-30.4723966942157
568.721	347.64	568.721	332.11	-1.04000000000075	-29.2539669421496
568.922	286.2	568.922	223.57	-10.1627272727281	-30.9974380165297
569.124	2639.32	569.124	2578.73	-15.0036363636371	-36.4475206611578
569.326	5193.14	569.326	5257.48	-39.9509090909099	-42.3714876033065
569.527	2534.87	569.527	2521.39	-44.2336363636372	-49.8864462809925
569.729	1746.41	569.729	1851.71	-65.6436363636372	-58.5352892561991
569.93	6823.32	569.93	6799.6	-74.2081818181826	-67.4040495867776
570.132	2024.93	570.132	2109.75	-97.1081818181826	-76.1712396694223
570.334	4189.63	570.334	4372.75	-94.501818181819	-83.9566942148768
570.535	759.28	570.535	1048.9	-102.693636363637	-89.1695867768603
570.737	1854.95	570.737	2025.78	-99.341818181819	-91.9958677685958
570.938	6428.06	570.938	6506.74	-98.5963636363645	-92.8419834710752
571.14	2121.18	571.14	2310.45	-106.601818181819	-92.8586776859513
571.341	3702.22	571.341	3612.96	-100.643636363637	-90.2857851239678
571.543	6960.53	571.543	7114.98	-97.2927272727282	-88.7622314049595
571.744	2790.87	571.744	2740.52	-75.3227272727282	-86.2570247933893
571.946	4316.61	571.946	4413.71	-74.95090909091	-85.6305785123976
572.147	1652.2	572.147	1716.54	-74.3918181818192	-85.6982644628108
572.348	5402.03	572.348	5421.31	-68.8063636363646	-84.3611570247943
572.55	4339.13	572.55	4485.39	-77.7427272727282	-85.545950413224
572.751	5121.46	572.751	5169.41	-75.1363636363646	-87.6447107438025
572.953	2016.74	572.953	2183.48	-92.45090909091	-91.9438842975215
573.154	4437.44	573.154	4509.97	-99.3409090909099	-93.8226446281
573.355	6749.59	573.355	6877.42	-91.8936363636372	-98.1895041322322
573.557	9166.2	573.557	9175.24	-113.676363636364	-101.913140495869
573.758	3632.58	573.758	3758.36	-120.379090909092	-106.127685950414
573.959	3378.64	573.959	3518.75	-122.613636363637	-111.594710743802
574.161	5287.34	574.161	5460.23	-95.6172727272735	-114.827685950414
574.362	5434.8	574.362	5417.22	-122.427272727273	-118.29743801653
574.563	7380.37	574.563	7639.26	-109.766363636364	-122.850413223141
574.765	5952.93	574.765	6172.92	-124.102727272728	-123.527603305786
574.966	6237.6	574.966	6310.13	-135.273636363637	-121.902892561984
575.167	2541.02	575.167	2410.8	-128.013636363637	-121.429090909092
575.368	5508.52	575.368	5875.96	-137.508181818183	-125.863719008265
575.569	3761.61	575.569	3750.17	-141.976363636364	-126.591652892563
575.771	5946.79	575.771	6113.53	-121.125454545455	-127.641239669422
575.972	2940.37	575.972	3189.03	-102.507272727274	-128.233719008265
576.173	4156.86	576.173	4217.11	-117.401818181819	-126.608925619835
576.374	5445.04	576.374	5722.37	-144.398181818183	-127.031900826447
576.575	5119.41	576.575	5150.98	-130.434545454546	-125.390000000001
576.776	1537.51	576.776	1567.04	-121.311818181819	-124.13743801653
576.978	2604.5	576.978	2619.69	-130.620000000001	-121.818429752067
577.179	3284.43	577.179	3520.8	-117.40090909091	-120.802727272728
577.38	4228.54	577.38	4395.28	-132.666363636364	-116.384958677687
577.581	2586.07	577.581	2799.91	-119.447272727274	-109.411404958678
577.782	3710.41	577.782	3598.62	-128.198181818183	-102.370165289257
577.983	5143.99	577.983	5413.12	-95.6163636363645	-99.2556198347115
578.184	5676.46	578.184	5779.71	-91.3345454545463	-92.3499173553727
578.385	3227.09	578.385	3455.26	-68.8063636363644	-89.760165289257
578.586	4126.15	578.586	4258.07	-67.6890909090917	-85.3595867768603
578.787	2680.28	578.787	2808.11	-52.9809090909099	-83.1424793388438
578.988	4378.05	578.988	4049.18	-87.051818181819	-81.4161157024801
579.189	1863.14	579.189	1831.23	-54.6572727272735	-87.1538842975215
579.39	2754.01	579.39	2742.57	-88.9136363636371	-95.2272727272735
579.591	3808.71	579.591	3963.16	-84.2600000000008	-105.721074380166
579.792	2641.37	579.792	2693.42	-95.0590909090917	-115.351735537191
579.993	4808.12	579.993	5071.11	-109.208181818183	-126.691900826447
580.194	4799.93	580.194	4712.72	-158.731818181819	-132.632892561984
580.395	5838.25	580.395	6318.32	-180.141818181819	-145.327107438017
580.596	3982.79	580.596	4159.77	-184.238181818183	-150.184958677687
580.796	5066.16	580.796	5316.87	-173.626363636364	-154.162561983472
580.997	2719.19	580.997	3002.66	-177.722727272728	-156.802975206612
581.198	3524.04	581.198	3739.93	-152.402727272728	-156.515371900827
581.399	5565.87	581.399	5769.47	-194.293636363637	-151.590247933885
581.6	6188.45	581.6	6222.07	-142.350000000001	-143.754049586778
581.801	2788.82	581.801	2826.54	-128.013636363637	-136.188595041323
582.001	6710.68	582.001	6807.79	-124.103636363637	-129.300082644629
582.202	2231.77	582.202	2216.24	-106.044545454546	-123.867107438017
582.403	1254.89	582.403	1628.48	-104.555454545455	-121.480661157025
582.604	7843.21	582.604	7751.9	-93.9436363636371	-113.322561983472
582.804	3640.78	582.804	3660.06	-101.018181818183	-111.460661157025
583.005	3890.63	583.005	4098.33	-97.852727272728	-111.477603305786
583.206	841.2	583.206	926.02	-117.960000000001	-110.479008264464
583.407	5125.55	583.407	5325.06	-126.151818181819	-112.763884297521
583.607	3059.15	583.607	3146.02	-104.554545454546	-114.388595041323
583.808	2743.77	583.808	2855.21	-121.869090909092	-117.096446280992
584.009	4961.72	584.009	4964.62	-128.200000000001	-119.499669421488
584.209	4576.7	584.209	4894.99	-113.119090909092	-121.987603305786
584.41	1469.93	584.41	1544.51	-131.178181818183	-122.664545454546
584.61	3270.09	584.61	3406.11	-122.427272727273	-123.155371900827
584.811	3124.69	584.811	3223.84	-123.730000000001	-124.560247933885
585.012	2436.57	585.012	2525.49	-127.453636363637	-123.257107438017
585.212	1752.55	585.212	1794.36	-125.220000000001	-120.752148760331
585.413	3145.17	585.413	3428.64	-125.406363636364	-121.564628099174
585.613	3266	585.613	3369.25	-131.55090909091	-119.347520661158
585.814	1963.49	585.814	2064.69	-120.008181818183	-117.587520661158
586.014	4998.58	586.014	5150.98	-107.534545454546	-115.675289256199
586.215	2493.91	586.215	2472.24	-100.645454545455	-112.409090909092
586.415	3139.02	586.415	3459.36	-122.056363636364	-108.415041322315
586.616	2020.83	586.616	2163	-106.790000000001	-101.018925619836
586.816	2760.15	586.816	2769.2	-103.067272727274	-93.2164462809926
587.017	4851.13	587.017	4813.07	-102.695454545455	-86.3786776859512
587.217	1816.04	587.217	1829.18	-91.5254545454553	-81.5550413223149
587.418	6098.34	587.418	6375.67	-81.2854545454554	-80.1842148760339
587.618	2559.45	587.618	2674.99	-44.0490909090917	-75.495950413224
587.819	2555.35	587.819	2617.65	-45.7236363636372	-73.0248760330587
588.019	1132.01	588.019	1229.12	-44.7927272727281	-73.8541322314058
588.219	607.73	588.219	637.26	-54.4745454545463	-73.6678512396703
588.42	2960.85	588.42	2826.54	-85.5663636363645	-74.97090909091
588.62	935.41	588.62	846.15	-70.4854545454554	-78.2373553719017
588.82	898.55	588.82	1059.14	-79.6081818181827	-87.1569421487612
589.021	1406.44	589.021	1405.25	-112.189090909092	-95.6196694214885
589.221	3321.29	589.221	3389.73	-100.646363636365	-101.712809917356
589.421	1326.57	589.421	1681.72	-105.859090909092	-109.075289256199
589.622	3878.34	589.622	3989.78	-117.216363636364	-112.037190082646
589.822	1103.34	589.822	1319.23	-142.164545454546	-116.268595041323
590.022	5340.59	590.022	5761.28	-138.813636363637	-119.80611570248
590.222	3542.47	590.222	3512.61	-111.817272727274	-117.250578512398
590.423	1908.19	590.423	1995.06	-135.461818181819	-116.539834710745
590.623	1043.95	590.623	1034.57	-118.147272727274	-116.50611570248
590.823	2858.45	590.823	3043.62	-117.03090909091	-116.150743801654
591.023	2747.86	591.023	2871.59	-118.52090909091	-112.681157024794
591.223	998.9	591.223	700.75	-84.0781818181827	-108.416033057852
591.423	5569.96	591.423	5898.49	-92.8281818181827	-109.059338842976
591.624	2686.42	591.624	2851.11	-105.488181818183	-104.4726446281
591.824	2313.69	591.824	2412.85	-113.307272727274	-102.272396694216
592.024	1072.62	592.024	1304.9	-103.999090909092	-100.22438016529
592.224	2039.26	592.224	2081.08	-91.8972727272736	-96.5683471074391
592.424	5494.19	592.424	5560.58	-118.893636363637	-96.144958677687
592.624	2362.84	592.624	2588.97	-85.0081818181828	-94.7568595041333
592.824	2954.71	592.824	3031.34	-93.9445454545465	-90.6268595041333
593.024	2080.22	593.024	2163	-94.5027272727283	-86.4968595041334
593.224	4967.86	593.224	4958.47	-78.3045454545465	-83.4838016528937
593.424	4672.95	593.424	4671.76	-79.4209090909102	-83.1111570247945
593.624	2571.74	593.624	2527.53	-77.559090909092	-80.8258677685962
593.824	2338.27	593.824	2601.26	-60.0581818181829	-83.2460330578524
594.024	2725.33	594.024	2830.63	-67.8772727272738	-83.4659504132243
594.224	1146.35	594.224	1200.45	-70.8554545454556	-83.3812396694226
594.424	2600.41	594.424	2654.51	-87.7981818181829	-84.549090909092
594.624	581.11	594.624	627.02	-93.7554545454555	-86.3093388429763
594.824	1762.79	594.824	1796.41	-111.630000000001	-89.3390082644639
595.024	1191.41	595.024	1354.05	-96.3636363636373	-93.2488429752077
595.224	2389.47	595.224	2505.01	-93.57090909091	-98.2927272727283
595.424	673.27	595.424	850.25	-91.15090909091	-104.149090909092
595.624	642.55	595.624	706.89	-98.7836363636372	-108.397520661158
595.824	1132.01	595.824	1284.42	-110.885454545455	-111.715123966943
596.023	3921.35	596.023	4016.41	-103.066363636365	-110.98743801653
596.223	3821	596.223	3895.58	-123.360000000001	-110.378181818183
596.423	1508.84	596.423	1536.32	-135.275454545455	-109.548925619836
596.623	2684.38	596.623	2822.44	-134.53090909091	-108.7026446281
596.823	-389.63	596.823	-210.6	-130.249090909092	-105.554628099174
597.023	-647.67	597.023	-700.06	-103.625454545455	-99.7323966942158
597.222	6272.42	597.222	6658.29	-89.661818181819	-96.144214876034
597.422	749.04	597.422	995.65	-84.4490909090918	-89.2724793388439
597.622	-303.61	597.622	-134.82	-81.841818181819	-78.5924793388439
597.822	1023.47	597.822	1040.71	-64.1554545454554	-66.5076859504142
598.021	2455	598.021	2314.55	-46.8409090909099	-54.9644628099183
598.221	812.53	598.221	753.99	-63.5963636363645	-47.33090909091
598.421	-578.04	598.421	-560.8	-47.7709090909099	-42.8793388429761
598.62	1521.13	598.62	1519.93	-17.7954545454554	-37.8352892561993
598.82	622.07	598.82	565.58	-1.59818181818264	-33.6714876033067
599.02	4906.42	599.02	4894.99	-3.27363636363718	-31.2171074380175
599.219	4343.23	599.219	4475.15	-19.6563636363644	-31.3522314049596
599.419	2381.28	599.419	2593.07	-40.6945454545463	-28.1531404958687
599.618	605.69	599.618	522.57	-28.9645454545463	-25.072561983472
599.818	2586.07	599.818	2576.69	-36.0400000000009	-25.4109917355382
600.018	-578.04	600.018	-542.37	-37.1572727272736	-28.7959504132241
600.217	1070.58	600.217	1110.34	-48.3272727272736	-32.2486776859514
600.417	4001.22	600.417	4174.1	-28.4063636363645	-34.0259504132241
600.616	1492.46	600.616	1380.67	-13.8845454545463	-34.7030578512407
600.816	1775.08	600.816	1851.71	-21.5181818181827	-38.57917355372
601.015	2002.4	601.015	1958.2	-38.8327272727282	-43.1152892561993
601.215	974.32	601.215	1085.76	-41.2536363636373	-48.9377685950423
601.414	671.22	601.414	584.01	-39.2063636363645	-54.2018181818192
601.614	732.66	601.614	784.71	-48.1427272727281	-63.7818181818192
601.813	-483.83	601.813	-482.98	-71.601818181819	-74.8343801652902
602.013	1920.48	602.013	2101.56	-85.9372727272736	-88.8657851239679
602.212	1465.83	602.212	1528.13	-101.204545454546	-100.764545454546
602.412	267.77	602.412	285.01	-106.231818181819	-111.393801652894
602.611	2502.11	602.611	2773.29	-133.786363636365	-122.056859504133
602.81	1990.11	602.81	2136.37	-135.462727272728	-128.996446280993
603.01	2964.95	603.01	3199.27	-175.863636363637	-133.414132231406
603.209	1545.7	603.209	1669.44	-169.719090909092	-134.260661157026
603.408	-1124.85	603.408	-958.11	-158.175454545455	-133.73611570248
603.608	2506.2	603.608	2722.09	-156.500000000001	-134.531652892563
603.807	1052.14	603.807	1122.63	-124.478181818183	-132.128264462811
604.006	5830.06	604.006	6275.32	-120.196363636364	-129.741735537191
604.206	116.22	604.206	229.71	-95.2490909090917	-122.768429752067
604.405	1502.7	604.405	1438.02	-95.4345454545463	-117.538512396695
604.604	1832.42	604.604	1831.23	-114.982727272728	-116.658429752067
604.803	1545.7	604.803	1464.64	-107.349090909092	-117.318512396695
605.003	208.38	605.003	307.54	-109.21090909091	-122.497520661158
